IA_p,IB_p,IC_p,IA_m,IB_m,IC_m,Rs_A,Rs_B,Rs_C,Ls,state
0.2695,1.0134,0.4783,-0.6485,-0.9788,-0.7131,3.1233,1.8756,3.1739,0.0145,2
0.3867,0.6814,0.8103,-0.6875,-0.471,-0.9279,3.1469,3.1689,2.0792,0.0116,3
0.3867,0.8767,0.6541,-0.6485,-0.9202,-0.5959,3.2072,2.0543,3.2698,0.0137,2
0.9531,0.5837,0.6346,-0.9024,-0.6468,-0.6936,2.0888,3.2636,3.3234,0.0144,1
0.4062,0.4079,0.4978,-0.6875,-0.5491,-0.5373,3.6314,3.611,3.6517,0.0182,0
0.4062,0.9353,0.5955,-0.6875,-0.8616,-0.6936,3.2989,2.1512,3.3233,0.0127,2
0.5039,0.4079,0.908,-0.6875,-0.5491,-0.9279,3.0828,3.0705,1.8074,0.012,3
0.9336,0.6423,0.4588,-1.0781,-0.5296,-0.6154,2.0819,3.2931,3.3221,0.0132,1
0.5625,0.8571,0.5174,-0.6875,-0.8616,-0.674,3.2309,2.0494,3.3063,0.0143,2
0.8164,0.5642,0.5564,-0.9024,-0.471,-0.7326,2.2771,3.4729,3.5414,0.0149,1
0.4258,0.8571,0.5955,-0.668,-0.9983,-0.5959,3.2519,2.0415,3.2961,0.0121,2
0.8359,0.6618,0.615,-0.9414,-0.6272,-0.5764,2.0904,3.2719,3.3159,0.0155,1
0.3476,0.7985,0.615,-0.6485,-0.8421,-0.635,3.3109,2.1629,3.3815,0.0154,2
0.4453,0.6032,0.8689,-0.707,-0.51,-1.0451,3.1835,3.2179,2.0901,0.0142,3
0.914,0.6228,0.5955,-0.9024,-0.6468,-0.7522,2.2286,3.4304,3.4674,0.0151,1
0.914,0.5642,0.5955,-1.1172,-0.5686,-0.6936,2.1024,3.2955,3.3686,0.0152,1
0.4258,0.5446,0.8103,-0.707,-0.4905,-0.9084,3.2136,3.2037,2.2153,0.0146,3
0.4453,0.8962,0.5369,-0.6875,-1.0374,-0.6154,3.135,1.8283,3.2117,0.0144,2
0.6601,0.5642,0.615,-1.0195,-0.6663,-0.6545,2.2299,3.4345,3.4755,0.0134,1
0.5625,0.5446,0.7517,-0.6289,-0.5491,-0.8889,3.0429,3.0512,1.7782,0.0127,3
0.5039,0.8571,0.6541,-0.668,-0.8616,-0.5959,3.1465,1.8217,3.1925,0.0136,2
0.3672,0.6228,0.5369,-0.5899,-0.6077,-0.5959,3.5856,3.5926,3.6786,0.0182,0
1.1858,0.8121,1.2218,-0.611,-0.5941,-0.7313,0,0,0,0,6
0.3867,0.8962,0.4588,-0.6875,-0.9788,-0.6545,3.2644,2.0654,3.3466,0.012,2
0.3672,0.5837,0.5369,-0.668,-0.5296,-0.5178,3.564,3.5883,3.651,0.0181,0
0.4258,0.5446,0.9471,-0.5703,-0.6272,-0.9084,3.0679,3.0784,1.8644,0.012,3
0.914,0.5446,0.4783,-0.961,-0.5491,-0.5569,2.2707,3.4964,3.5447,0.0146,1
0.4453,0.5251,0.908,-0.7656,-0.4905,-0.9475,3.1114,3.1317,1.8971,0.0114,3
0.4844,0.9743,0.576,-0.6875,-1.1155,-0.5764,3.2348,2.0556,3.2973,0.0146,2
0.8945,0.5642,0.6931,-0.9414,-0.6858,-0.6154,2.267,3.4692,3.4901,0.0154,1
0.8359,0.6032,0.5369,-0.8828,-0.7054,-0.635,2.2166,3.394,3.4594,0.0162,1
0.5039,0.8962,0.7322,-0.7852,-0.9007,-0.635,3.1771,2.0473,3.2521,0.0139,2
0.8555,0.486,0.4783,-0.8828,-0.5882,-0.4397,2.0955,3.3092,3.3708,0.0143,1
0.8945,0.6423,0.576,-0.961,-0.6272,-0.5569,2.1056,3.2752,3.3645,0.016,1
0.7171,0.9293,1.1241,-0.6696,-0.8676,-0.8876,0,0,0,0,5
0.4648,0.7985,0.576,-0.7266,-0.8225,-0.635,3.302,2.1622,3.3727,0.014,2
0.9726,0.5642,0.5369,-1.0977,-0.764,-0.635,1.8371,3.1953,3.2431,0.0144,1
0.582,0.9353,0.5955,-0.6289,-0.9202,-0.6545,3.2113,2.065,3.282,0.0129,2
0.4648,0.6032,0.9471,-0.8047,-0.471,-0.9865,3.0979,3.1181,1.8851,0.0113,3
0.5039,0.8767,0.6541,-0.6289,-0.8811,-0.4787,3.0827,1.7602,3.0986,0.0124,2
0.543,0.8767,0.5174,-0.7461,-0.8421,-0.635,3.2828,2.2719,3.3705,0.0154,2
0.5039,0.779,0.5564,-0.8633,-1.1546,-0.7131,3.2321,2.0474,3.2924,0.0145,2
0.4648,0.3103,0.4588,-0.6485,-0.4515,-0.5764,3.5516,3.5285,3.5767,0.0184,0
0.5625,0.8571,0.7322,-0.6289,-0.803,-0.6545,3.3387,2.1754,3.3656,0.013,2
0.7773,0.6618,0.3806,-0.9414,-0.5686,-0.7131,1.9285,3.1879,3.3052,0.0123,1
0.4648,0.6228,0.9471,-0.6289,-0.4515,-0.8303,3.1248,3.1342,2.1936,0.0141,3
0.4258,0.6423,0.5564,-0.707,-0.8421,-0.7131,3.3373,2.2806,3.354,0.0136,2
0.3672,0.6228,0.8689,-0.6485,-0.51,-0.8889,3.1485,3.1591,2.0605,0.0128,3
0.4844,0.779,0.6346,-0.6875,-0.9202,-0.5959,3.1832,2.0836,3.2199,0.015,2
0.3281,0.486,0.4392,-0.7461,-0.6858,-0.5178,3.6175,3.6154,3.6795,0.0183,0
0.4453,0.5056,0.9275,-0.5313,-0.4905,-0.8889,3.5015,3.5,2.2771,0.013,3
0.5234,0.6032,0.4588,-0.6094,-0.5491,-0.5959,3.6327,3.6509,3.6873,0.0181,0
0.5234,0.8181,0.5955,-0.6875,-1.0374,-0.674,3.3519,2.1843,3.4126,0.0151,2
0.7561,1.1051,1.1632,-0.6501,-0.6723,-0.9657,0,0,0,0,5
0.8164,0.5446,0.5564,-0.9414,-0.4905,-0.5959,2.2503,3.4809,3.5385,0.0152,1
0.5234,0.8767,0.5564,-0.7852,-0.8421,-0.5764,3.2579,2.0627,3.2747,0.0132,2
0.5039,0.3493,0.8299,-0.5508,-0.51,-1.0842,3.2172,3.2453,2.2272,0.0128,3
0.4844,0.8181,0.4978,-0.7266,-0.9202,-0.6545,3.1935,2.0597,3.2931,0.0142,2
0.4844,0.8571,0.5174,-0.7266,-0.9202,-0.6936,3.3135,2.1575,3.3989,0.0153,2
0.4648,0.4079,0.4783,-0.668,-0.5882,-0.4983,3.588,3.5746,3.6278,0.0191,0
1.2054,0.8121,1.1437,-0.6306,-0.5746,-0.829,0,0,0,0,6
0.4453,0.9353,0.5369,-0.6875,-1.1155,-0.6936,3.146,1.824,3.2203,0.0112,2
0.4062,0.2126,0.5369,-0.707,-0.5296,-0.4983,3.6185,3.596,3.6632,0.0182,0
0.3672,0.9548,0.6541,-0.8242,-0.9007,-0.6936,3.2662,2.073,3.3225,0.014,2
0.5039,0.8181,0.6346,-0.6094,-0.9007,-0.6936,3.1916,1.9105,3.2177,0.014,2
0.543,0.9743,0.7713,-0.7266,-0.9593,-0.6545,3.2187,2.0479,3.2677,0.0137,2
0.7952,1.1246,1.1437,-0.7087,-0.6918,-0.7704,0,0,0,0,5
0.8359,0.6228,0.6346,-0.9414,-0.5296,-0.7131,2.0817,3.2504,3.2844,0.0156,1
0.4258,0.8767,0.576,-0.7266,-1.096,-0.674,3.2272,2.1118,3.2754,0.0144,2
0.9531,0.7204,0.5174,-0.8047,-0.6077,-0.6545,2.2925,3.3149,3.3394,0.0161,1
0.5039,0.4275,0.8494,-0.6289,-0.5491,-0.967,3.1927,3.2164,2.0665,0.0128,3
0.543,0.5837,0.9275,-0.707,-0.6272,-0.8694,3.2044,3.2148,2.2419,0.0137,3
1.1272,1.1051,0.714,-0.6306,-0.8481,-0.9266,0,0,0,0,4
1.1663,1.2418,0.8116,-0.5134,-0.6332,-0.829,0,0,0,0,4
0.4844,0.8767,0.6346,-0.6875,-0.9202,-0.635,3.3109,2.1629,3.3815,0.0154,2
1.1077,0.6949,1.2609,-0.5525,-0.7895,-0.7509,0,0,0,0,6
0.4648,0.4665,0.5955,-0.5313,-0.5491,-0.5373,3.6367,3.6336,3.6857,0.0188,0
0.4258,0.9353,0.615,-0.6289,-0.9788,-0.5959,3.3835,2.2015,3.4507,0.0124,2
0.7578,0.6423,0.5174,-0.8633,-0.6272,-0.5764,2.0964,3.2854,3.3357,0.0142,1
0.8147,0.9488,1.2218,-0.6306,-0.5746,-0.9071,0,0,0,0,5
0.3476,0.5056,0.8299,-0.5703,-0.5882,-0.9865,3.127,3.1541,2.0542,0.0132,3
0.8555,0.7009,0.5564,-1.0195,-0.6468,-0.635,1.9378,3.2061,3.2746,0.0131,1
0.4844,0.3884,0.4588,-0.7852,-0.4319,-0.5373,3.6117,3.5886,3.6646,0.0183,0
0.8945,0.5056,0.5369,-0.8828,-0.4905,-0.5959,2.2503,3.4809,3.5385,0.0152,1
0.2109,0.5056,0.9471,-0.668,-0.5296,-1.0061,3.0893,3.1262,1.83,0.0113,3
0.7773,0.486,0.5369,-0.8242,-0.51,-0.5764,2.1079,3.3049,3.3493,0.0139,1
0.4453,0.5251,0.9275,-0.7656,-0.4515,-0.9865,3.4436,3.4692,2.2477,0.0155,3
0.4844,0.9939,0.3806,-0.7656,-0.8616,-0.7131,3.2133,2.059,3.281,0.0147,2
0.5039,0.74,0.5174,-0.707,-1.0179,-0.635,3.3793,2.1935,3.4275,0.0129,2
0.5039,0.8571,0.5369,-0.7852,-0.9788,-0.635,3.301,2.1467,3.381,0.0145,2
0.4648,0.5642,0.4978,-0.668,-0.3929,-0.5569,3.6282,3.5947,3.6699,0.0182,0
0.5234,0.6228,0.9275,-0.707,-0.5686,-0.8694,3.1495,3.1478,2.0669,0.0125,3
1.2444,0.7144,1.1827,-0.7087,-0.8285,-0.8876,0,0,0,0,6
0.5234,0.8376,0.576,-0.7461,-0.9593,-0.5569,3.1578,1.8238,3.1984,0.0122,2
0.4844,0.4665,0.8494,-0.5703,-0.6858,-0.8694,3.1804,3.2052,2.0873,0.0146,3
0.7561,1.0269,1.2609,-0.7478,-0.5356,-0.9266,0,0,0,0,5
0.4648,0.6423,0.4588,-0.8242,-0.5686,-0.635,3.6102,3.5892,3.6318,0.018,0
0.8555,0.6423,0.576,-1.0195,-0.6272,-0.6545,2.2269,3.404,3.4884,0.0153,1
0.4648,0.6423,0.8689,-0.8438,-0.5491,-0.8694,3.0741,3.0925,1.8157,0.0142,3
0.4258,0.779,0.7127,-0.7266,-0.9397,-0.5373,3.2003,2.1114,3.2538,0.0123,2
0.4648,0.5251,0.908,-0.5899,-0.5491,-0.9475,3.0677,3.0907,1.7847,0.0142,3
0.8945,0.5837,0.576,-0.8438,-0.7249,-0.5178,2.3059,3.3729,3.3847,0.0168,1
0.8945,0.74,0.4978,-0.8828,-0.7054,-0.5569,2.0601,3.2595,3.2874,0.0158,1
0.4258,0.8962,0.6736,-0.6289,-1.0374,-0.5178,3.3191,2.1777,3.393,0.015,2
0.4258,0.779,0.6736,-0.5508,-0.9397,-0.5764,3.3272,2.1827,3.4034,0.0151,2
0.8555,0.6423,0.4588,-1,-0.5686,-0.5959,2.2788,3.2963,3.314,0.016,1
0.8164,0.6423,0.4588,-0.9219,-0.51,-0.7326,2.0816,3.2357,3.2649,0.0145,1
0.8945,0.5446,0.4002,-0.9414,-0.7444,-0.4592,2.2943,3.3271,3.3556,0.0163,1
0.5234,0.5642,0.9275,-0.6289,-0.4905,-0.967,3.4259,3.4493,2.2477,0.0122,3
0.875,0.5837,0.6346,-1.0195,-0.6077,-0.6936,2.0819,3.2903,3.3436,0.014,1
0.8359,0.6228,0.4783,-1.0781,-0.5686,-0.6936,2.2258,3.4259,3.482,0.0151,1
0.5039,0.6032,0.5369,-0.668,-0.4515,-0.5569,3.5772,3.5941,3.6538,0.0184,0
0.5039,0.5056,0.4002,-0.5703,-0.5686,-0.4787,3.6294,3.6298,3.6826,0.0182,0
0.914,0.5446,0.6346,-1.1172,-0.51,-0.7912,1.9112,3.1967,3.2548,0.0155,1
0.4648,0.5056,1.0056,-0.7852,-0.4515,-0.967,3.0029,3.0233,1.7464,0.0129,3
0.639,1.0269,1.007,-0.7868,-0.9262,-0.829,0,0,0,0,5
0.4453,0.8376,0.5564,-0.6485,-0.8225,-0.6154,3.226,2.2185,3.2732,0.0155,2
0.3672,0.8376,0.4978,-0.6875,-1.1546,-0.7522,3.1374,1.8216,3.2111,0.015,2
0.3476,0.5446,0.5564,-0.6289,-0.4905,-0.5569,3.5852,3.5805,3.6409,0.0183,0
0.4258,0.9548,0.5369,-0.7852,-0.9007,-0.6936,3.2648,2.1508,3.3167,0.0146,2
0.8359,0.7204,0.4588,-0.9414,-0.471,-0.7131,2.2361,3.4333,3.487,0.0135,1
0.875,0.6618,0.576,-0.9414,-0.4905,-0.7522,2.0808,3.2873,3.2941,0.0133,1
0.4648,0.5837,0.5564,-0.6094,-0.4319,-0.5959,3.6155,3.618,3.6592,0.0184,0
0.543,0.5642,0.908,-0.6289,-0.5686,-0.8498,3.4529,3.4722,2.2633,0.0123,3
0.914,0.5446,0.6346,-0.9414,-0.6663,-0.5178,2.0874,3.2495,3.2769,0.0155,1
0.8164,0.6814,0.6346,-0.9805,-0.471,-0.5373,2.2587,3.4464,3.5342,0.0156,1
0.5039,0.8767,0.6541,-0.668,-0.9983,-0.7522,3.121,1.7979,3.1874,0.0125,2
0.2695,0.8571,0.7127,-0.6289,-0.9397,-0.5764,3.3784,2.1956,3.4458,0.0126,2
0.582,0.6032,1.0252,-0.6875,-0.5882,-1.0451,3.1274,3.137,1.9211,0.0121,3
0.4453,0.7595,0.5955,-0.6485,-0.9788,-0.5959,3.244,2.2481,3.2953,0.0151,2
0.5234,0.8181,0.576,-0.7656,-0.7249,-0.6936,3.2155,2.0716,3.2765,0.0121,2
0.8555,0.3298,0.5174,-1.1563,-0.6468,-0.6154,2.2404,3.4453,3.498,0.016,1
0.6015,0.5837,1.0056,-0.6094,-0.4905,-0.9279,3.0765,3.1012,1.8057,0.0114,3
0.5039,0.8571,0.4197,-0.7461,-0.9788,-0.635,3.2267,2.1182,3.2847,0.015,2
0.4453,0.8181,0.6346,-0.6875,-0.8616,-0.5569,3.14,1.8079,3.2092,0.0145,2
0.9531,0.5446,0.5564,-0.8633,-0.5491,-0.6545,1.8924,3.1508,3.2117,0.0148,1
0.3867,0.5251,0.8689,-0.668,-0.7054,-0.9084,3.1952,3.192,2.0745,0.0134,3
0.875,0.486,0.4978,-0.9219,-0.7444,-0.5764,1.8338,3.2041,3.2433,0.0152,1
0.4062,0.7985,0.5369,-0.7266,-1.0179,-0.6154,3.2508,2.1377,3.3117,0.0126,2
0.7969,0.6618,0.4392,-0.8047,-0.7054,-0.674,2.3018,3.3282,3.3703,0.0161,1
0.5039,0.8962,0.576,-0.7266,-1.0569,-0.5959,3.2562,2.0668,3.2965,0.0121,2
0.7773,0.5837,0.5564,-0.9024,-0.6858,-0.6545,2.2977,3.3563,3.394,0.0153,1
0.4258,0.5642,0.8494,-0.7461,-0.4905,-1.0451,3.1424,3.1511,2.1966,0.0153,3
0.5039,0.6228,0.8494,-0.5899,-0.6077,-1.0256,3.1027,3.1364,1.8957,0.0111,3
0.6975,1.0465,1.0655,-0.6696,-0.8285,-0.868,0,0,0,0,5
0.4648,0.5056,0.4002,-0.6289,-0.4319,-0.5959,3.6229,3.6162,3.6917,0.0183,0
0.4648,0.8376,0.6346,-0.7266,-0.9007,-0.8108,3.1062,1.7854,3.1415,0.0149,2
0.4453,0.9548,0.5955,-0.7461,-0.9788,-0.6154,3.317,2.1752,3.3894,0.0133,2
0.4844,0.9939,0.5955,-0.668,-0.9202,-0.5569,3.1777,2.0939,3.2153,0.0133,2
0.914,0.6032,0.4197,-1.1563,-0.5882,-0.7912,1.8349,3.2026,3.2435,0.0155,1
0.7383,0.6032,0.576,-0.9219,-0.6272,-0.5959,2.0684,3.2969,3.3147,0.0151,1
0.8164,0.5251,0.615,-1.0195,-0.6077,-0.635,1.8341,3.1547,3.1964,0.0139,1
0.6601,0.5446,0.5955,-0.8828,-0.6077,-0.7326,2.0948,3.2683,3.336,0.0138,1
0.5039,0.8181,0.4588,-0.7852,-0.8225,-0.635,3.2539,2.253,3.3149,0.0159,2
0.914,0.6032,0.4978,-0.9805,-0.8616,-0.635,1.8579,3.223,3.2784,0.0147,1
0.8945,0.5446,0.4978,-1.0977,-0.6272,-0.5373,1.8344,3.2137,3.2516,0.0123,1
1.1858,0.8902,1.1632,-0.7282,-0.5551,-0.6532,0,0,0,0,6
0.4648,0.8376,0.6931,-0.6289,-0.9788,-0.7522,3.1523,1.9056,3.2257,0.0138,2
0.582,0.6032,0.908,-0.6289,-0.471,-1.0451,3.1071,3.1187,1.9116,0.0138,3
0.7969,0.4665,0.5369,-0.9024,-0.7444,-0.7326,2.314,3.3395,3.3487,0.0153,1
1.1468,0.8121,1.1437,-0.6696,-0.6723,-1.0438,0,0,0,0,6
0.9726,0.486,0.6736,-1.0586,-0.5882,-0.6936,1.9267,3.1959,3.2361,0.0142,1
1.1663,0.8316,1.1046,-0.611,-0.809,-0.829,0,0,0,0,6
0.8945,0.5251,0.5955,-0.9024,-0.5296,-0.5373,2.1979,3.3439,3.3856,0.014,1
0.8359,0.5056,0.615,-0.9024,-0.5296,-0.7912,2.0835,3.2542,3.2947,0.0151,1
1.1272,1.2418,0.7921,-0.611,-0.9066,-0.8876,0,0,0,0,4
0.543,0.6423,0.8494,-0.5899,-0.5686,-0.967,3.1163,3.1167,2.0334,0.0117,3
0.4648,0.5642,0.8689,-0.6289,-0.6077,-0.967,3.1035,3.1308,1.8181,0.0139,3
0.4844,0.5837,0.908,-0.5899,-0.4905,-0.9084,3.1378,3.1235,2.0536,0.0119,3
0.4844,0.486,0.7908,-0.668,-0.5686,-0.9279,3.1025,3.1033,2.0411,0.0129,3
0.6601,0.6228,0.4002,-0.9024,-0.5686,-0.5959,2.2695,3.4692,3.5167,0.0165,1
1.1663,1.1441,0.8116,-0.572,-0.7309,-0.9071,0,0,0,0,4
0.4453,0.7985,0.5955,-0.6289,-1.0569,-0.635,3.1491,1.8186,3.1964,0.013,2
0.4062,0.8376,0.6346,-0.7656,-0.9202,-0.6936,3.3366,2.1756,3.3666,0.0149,2
0.4453,0.4079,0.7713,-0.6875,-0.471,-0.9865,3.1268,3.1534,1.922,0.0128,3
0.8147,0.8902,1.1437,-0.7282,-0.7895,-0.9071,0,0,0,0,5
0.4648,0.486,0.8299,-0.4922,-0.7054,-0.8889,3.4528,3.4531,2.259,0.0124,3
0.5234,0.6423,0.5369,-0.7266,-0.9788,-0.5959,3.2207,2.0646,3.2697,0.0128,2
0.4062,0.6618,0.5564,-0.7461,-0.8616,-0.5569,3.3557,2.1931,3.4484,0.0146,2
0.4844,0.5837,1.0056,-0.6485,-0.5491,-1.0256,3.0659,3.0834,1.7943,0.0126,3
0.4453,0.3493,0.4783,-0.668,-0.4515,-0.3811,3.58,3.5881,3.6251,0.0191,0
0.8945,0.5642,0.5369,-0.9414,-0.5491,-0.5373,2.2085,3.3767,3.4349,0.0143,1
0.8945,0.6032,0.5955,-1.0781,-0.8616,-0.5959,1.9221,3.208,3.2613,0.0141,1
0.875,0.486,0.615,-1.0586,-0.5296,-0.6936,1.9201,3.2,3.2472,0.0129,1
0.3672,0.5251,0.4588,-0.5313,-0.4515,-0.3811,3.58,3.5881,3.6251,0.0191,0
0.7969,0.5642,0.4978,-1.0977,-0.6272,-0.5764,2.0793,3.215,3.2997,0.0138,1
0.4453,0.4665,0.5369,-0.8438,-0.4515,-1.0061,3.1192,3.12,2.0666,0.0135,3
0.543,0.9548,0.5174,-0.6875,-0.9202,-0.7717,3.3135,2.1843,3.3758,0.014,2
0.4844,0.5446,0.9666,-0.8242,-0.2952,-1.0061,3.4614,3.4715,2.246,0.0137,3
0.4648,0.6228,0.9471,-0.6289,-0.7444,-0.8108,3.1294,3.1522,2.2009,0.015,3
0.7773,0.447,0.4197,-0.961,-0.5491,-0.4983,2.2196,3.3804,3.4443,0.0152,1
0.7773,0.486,0.5564,-0.8828,-0.5882,-0.6545,2.2946,3.3293,3.3403,0.0162,1
0.5039,0.74,0.4783,-0.5899,-0.9397,-0.7912,3.2224,2.1223,3.3056,0.0147,2
0.5413,0.9879,1.1437,-0.8064,-0.8676,-0.9462,0,0,0,0,5
0.3086,0.5056,0.8494,-0.7461,-0.5296,-1.1037,3.1816,3.1979,2.0794,0.0148,3
0.9336,0.5056,0.7517,-0.9805,-0.5686,-0.5959,2.0749,3.2298,3.3089,0.0161,1
0.5234,0.5251,0.8103,-0.6289,-0.7249,-0.8694,3.1842,3.1919,2.0663,0.0152,3
0.543,0.7009,0.5369,-0.7656,-0.8225,-0.5764,3.3238,2.1578,3.3789,0.0123,2
0.678,0.9684,1.0851,-0.8064,-0.809,-0.8095,0,0,0,0,5
0.543,0.7595,0.615,-0.6289,-0.8616,-0.6154,3.2951,2.1584,3.3968,0.014,2
0.4844,0.4665,0.8103,-0.8242,-0.6468,-0.9475,3.4393,3.448,2.2508,0.0123,3
0.4062,0.6032,0.4978,-0.6094,-0.5296,-0.5569,3.6111,3.5908,3.6567,0.0183,0
0.875,0.5837,0.615,-0.8633,-0.6663,-0.6154,2.2998,3.3494,3.3764,0.0155,1
0.7561,1.1637,1.2218,-0.5915,-0.5941,-0.8485,0,0,0,0,5
0.914,0.5056,0.5174,-0.9219,-0.5296,-0.635,2.0833,3.2515,3.295,0.0154,1
0.3672,0.9743,0.4783,-0.7266,-1.0569,-0.674,3.1247,1.7983,3.1743,0.0144,2
0.7773,0.6814,0.615,-0.9219,-0.6077,-0.6936,2.2258,3.4259,3.482,0.0151,1
0.7366,1.066,1.2218,-0.7868,-0.6918,-0.9266,0,0,0,0,5
0.4844,0.7595,0.615,-0.668,-0.9202,-0.5959,3.2912,2.1747,3.3694,0.0151,2
0.4062,0.8962,0.4783,-0.6289,-0.9788,-0.7522,3.2746,2.1566,3.3255,0.0147,2
0.9531,0.5251,0.5564,-0.9219,-0.6468,-0.6545,2.0968,3.2663,3.3114,0.0158,1
0.7578,0.6032,0.6736,-0.9805,-0.51,-0.5959,2.265,3.4689,3.5386,0.0157,1
0.4258,0.5056,0.9275,-0.7461,-0.471,-1.1623,3.178,3.1902,2.057,0.0145,3
0.4258,0.8571,0.6541,-0.668,-0.764,-0.5569,3.3404,2.1888,3.4153,0.013,2
0.8555,0.6423,0.5174,-0.9219,-0.5296,-0.635,2.085,3.2855,3.3537,0.0153,1
0.582,0.5251,0.9471,-0.6875,-0.6272,-0.9865,3.1169,3.1321,1.9089,0.0131,3
0.4453,0.5837,0.9275,-0.5313,-0.4515,-0.8889,3.4719,3.4962,2.2604,0.0147,3
0.7578,0.6032,0.4978,-0.9414,-0.5686,-0.7717,2.3206,3.3874,3.3603,0.0155,1
0.8359,0.5837,0.5955,-0.8438,-0.5882,-0.6154,2.3175,3.3284,3.3757,0.0167,1
0.3086,0.5251,0.8689,-0.707,-0.5491,-1.0842,3.1655,3.1705,2.0631,0.0145,3
0.4062,0.5642,1.0056,-0.6289,-0.7054,-0.8694,3.0334,3.044,1.8775,0.0112,3
0.3867,0.8181,0.615,-0.7852,-0.9202,-0.5569,3.197,2.0401,3.2713,0.0117,2
0.9531,0.5251,0.5369,-1.0391,-0.471,-0.6545,2.1122,3.3075,3.3497,0.0156,1
1.1663,0.8121,1.1241,-0.6696,-0.7699,-0.7899,0,0,0,0,6
0.4258,0.5056,0.908,-0.6289,-0.471,-0.967,3.1223,3.1505,2.1846,0.0146,3
0.8945,0.6032,0.5369,-1,-0.6468,-0.6154,1.9295,3.2197,3.2656,0.0154,1
0.3867,0.9743,0.4978,-0.668,-1.1741,-0.6154,3.2232,2.0533,3.2586,0.0125,2
0.8164,0.6618,0.5174,-0.9219,-0.6468,-0.5569,2.0848,3.2717,3.3461,0.0145,1
0.4844,0.486,0.8299,-0.5508,-0.6468,-0.8498,3.0944,3.1174,2.048,0.013,3
0.5039,0.74,0.5955,-0.7852,-0.8616,-0.7131,3.2492,2.2463,3.3265,0.0155,2
0.7969,0.6423,0.5369,-0.961,-0.6468,-0.5178,2.0734,3.2446,3.3087,0.013,1
1.2054,1.2418,0.753,-0.6306,-0.8285,-0.9266,0,0,0,0,4
0.3281,0.8962,0.5174,-0.7656,-0.803,-0.6936,3.3694,2.1953,3.4307,0.0134,2
0.4844,0.6228,0.9275,-0.6094,-0.5296,-0.8694,3.0904,3.1235,1.815,0.0132,3
0.8164,0.6032,0.5564,-1.0586,-0.7054,-0.6545,1.8102,3.1393,3.1996,0.0152,1
0.4844,0.5446,0.9666,-0.8242,-0.2952,-1.0061,3.4614,3.4715,2.246,0.0148,3
0.5039,0.4079,0.7713,-0.6875,-0.6468,-0.9475,3.068,3.0867,1.882,0.0147,3
0.4258,0.6423,0.908,-0.5899,-0.5882,-0.8889,3.0985,3.0947,2.0374,0.0144,3
0.4844,0.9743,0.2439,-0.668,-0.803,-0.5764,3.2012,2.0528,3.2795,0.0136,2
0.5039,0.9939,0.576,-0.7852,-1.1741,-0.8498,3.1612,1.9048,3.214,0.013,2
1.2249,0.773,1.2023,-0.7087,-0.6723,-0.8095,0,0,0,0,6
0.543,0.9353,0.4588,-0.6875,-0.8616,-0.6936,3.1239,1.8045,3.1869,0.0115,2
0.5234,0.74,0.5955,-0.7461,-0.8616,-0.6545,3.1884,2.0986,3.2949,0.0132,2
0.4844,0.447,0.4197,-0.5899,-0.51,-0.4787,3.563,3.5815,3.6064,0.0187,0
0.582,0.8181,0.4783,-0.707,-0.9007,-0.5959,3.3019,2.1637,3.3887,0.0136,2
0.25,0.7985,0.5174,-0.6094,-0.9397,-0.635,3.1264,1.8093,3.1517,0.0131,2
0.4648,0.4665,0.5564,-0.6289,-0.4905,-0.5569,3.6303,3.611,3.6649,0.0182,0
0.5039,0.447,0.8689,-0.6289,-0.6858,-1.0061,3.4441,3.4541,2.2499,0.0131,3
0.8147,0.8707,1.0265,-0.6501,-0.5551,-0.9071,0,0,0,0,5
0.8555,0.5056,0.5564,-0.9024,-0.5686,-0.5959,2.0717,3.2557,3.31,0.014,1
0.4258,0.9353,0.4588,-0.668,-0.9202,-0.5764,3.1968,2.0355,3.2659,0.0129,2
0.914,0.6228,0.615,-1.0195,-0.51,-0.6154,2.243,3.435,3.4713,0.0147,1
0.4453,0.5056,0.908,-0.7852,-0.4905,-1.0256,3.1268,3.1538,2.0652,0.0143,3
0.4844,0.779,0.576,-0.668,-0.9007,-0.635,3.3209,2.1757,3.4161,0.0127,2
0.4453,0.8962,0.615,-0.668,-0.9397,-0.7131,3.3325,2.1677,3.3725,0.0148,2
0.7969,0.6423,0.6346,-0.8828,-0.3929,-0.7912,2.2771,3.3121,3.3641,0.0159,1
0.9336,0.486,0.5369,-1,-0.7249,-0.4983,1.9207,3.2008,3.2713,0.013,1
0.4453,0.9157,0.4197,-0.707,-0.803,-0.5373,3.2594,2.2695,3.3129,0.0132,2
0.914,0.6032,0.4978,-1,-0.5882,-0.5373,2.0835,3.2741,3.3043,0.013,1
0.8555,0.6228,0.615,-0.9219,-0.6858,-0.5569,1.9164,3.2368,3.2792,0.0155,1
0.5039,0.8962,0.6346,-0.668,-0.9397,-0.7912,3.1907,2.0556,3.2342,0.0124,2
1.2054,0.6949,1.1241,-0.6892,-0.8481,-1.0243,0,0,0,0,6
0.9531,0.5837,0.4588,-0.9414,-0.6858,-0.6545,1.9276,3.1998,3.2988,0.0142,1
0.4844,0.5056,0.7713,-0.7266,-0.51,-1.0451,3.1774,3.1904,2.0984,0.0144,3
0.4844,0.5446,0.576,-0.6094,-0.5882,-0.5959,3.5659,3.5742,3.6237,0.0183,0
