IA_p,IB_p,IC_p,IA_m,IB_m,IC_m,Rs_A,Rs_B,Rs_C,Ls,state
0.4453,0.8181,0.5564,-0.6289,-0.9202,-0.7522,3.2941,2.2809,3.3467,0.0131,2
0.8929,1.1051,1.2413,-0.6501,-0.8676,-0.7899,0,0,0,0,5
0.9336,0.5446,0.6346,-1.1172,-0.7054,-0.7131,1.9266,3.2211,3.2512,0.0138,1
0.543,0.8571,0.5564,-0.6485,-0.9788,-0.635,3.1724,1.8961,3.2054,0.0131,2
0.914,0.486,0.5564,-0.9219,-0.5296,-0.6545,2.2554,3.4882,3.5279,0.0161,1
0.4844,0.5056,1.0252,-0.7461,-0.4905,-0.967,3.2448,3.2536,2.2512,0.0144,3
0.543,0.6228,0.8103,-0.6485,-0.3929,-0.9279,3.1889,3.2108,2.2114,0.0128,3
0.3867,0.9353,0.5564,-0.7266,-0.9983,-0.7326,3.3169,2.1747,3.3862,0.0154,2
0.4648,0.7204,0.7127,-0.7461,-0.9397,-0.5764,3.1719,2.0843,3.2473,0.0139,2
0.4062,0.5056,0.8885,-0.5899,-0.5491,-1.0256,3.449,3.4661,2.2759,0.0123,3
1.3225,0.734,1.2804,-0.8064,-0.6723,-0.8485,0,0,0,0,6
0.7969,0.5056,0.6346,-0.961,-0.6663,-0.5959,2.2073,3.4053,3.3996,0.0165,1
0.8945,0.6032,0.576,-0.8828,-0.7054,-0.674,2.2435,3.4297,3.5087,0.0165,1
0.5234,0.5056,0.9861,-0.6094,-0.6468,-0.967,3.1079,3.1387,1.836,0.013,3
1.1272,0.7535,1.0655,-0.6306,-0.7699,-0.7899,0,0,0,0,6
0.4844,0.7009,0.576,-0.6094,-0.9202,-0.5373,3.2017,2.0397,3.2169,0.0135,2
0.9922,0.5837,0.7127,-1.0586,-0.6077,-0.7131,1.9231,3.2073,3.2574,0.0154,1
0.5039,0.5251,0.9471,-0.6289,-0.5296,-0.9084,3.0052,3.023,1.851,0.0113,3
0.4453,0.8962,0.5564,-0.7656,-0.8811,-0.5959,3.1904,2.0368,3.2352,0.0117,2
0.4453,0.486,0.7517,-0.6094,-0.51,-1.0842,3.1739,3.1813,2.0731,0.0145,3
0.7773,0.7009,0.5369,-1.0586,-0.6077,-0.5569,2.1004,3.2918,3.335,0.0136,1
0.5234,0.5056,0.9861,-0.5508,-0.5491,-0.8889,3.0729,3.0724,1.7851,0.0142,3
0.7773,0.6032,0.5564,-0.9219,-0.471,-0.7717,2.2552,3.4312,3.4872,0.0156,1
0.4258,0.486,0.7908,-0.6094,-0.5882,-0.8498,3.449,3.4646,2.2625,0.0137,3
0.8555,0.5056,0.4978,-0.8828,-0.7249,-0.5373,2.2814,3.3341,3.3258,0.0152,1
0.4453,0.8181,0.5564,-0.668,-0.8811,-0.5569,3.3006,2.2653,3.3649,0.0148,2
0.4648,0.9353,0.5174,-0.6289,-1.0569,-0.6154,3.1511,2.0323,3.197,0.0123,2
0.8164,0.6228,0.4588,-0.9024,-0.6663,-0.7326,2.2558,3.4663,3.5372,0.0157,1
0.4258,0.9353,0.615,-0.7656,-0.9202,-0.6545,3.3227,2.168,3.4018,0.0126,2
0.4453,0.8376,0.6541,-0.6289,-1.0179,-0.6154,3.3727,2.1951,3.4494,0.014,2
0.3867,0.779,0.4588,-0.7852,-1.0179,-0.635,3.0867,1.8626,3.1595,0.0126,2
0.3476,0.6814,0.8689,-0.668,-0.5882,-0.9279,3.1369,3.1533,2.0613,0.0131,3
0.875,0.6032,0.4978,-0.961,-0.7054,-0.6936,2.09,3.2511,3.3126,0.0161,1
1.2054,0.8121,0.9874,-0.6892,-0.6332,-0.9852,0,0,0,0,6
0.8164,0.6228,0.5369,-1.1758,-0.7054,-0.7326,2.2429,3.4368,3.5271,0.0159,1
0.875,0.6618,0.4588,-1,-0.5686,-0.5178,2.2515,3.4357,3.5057,0.0148,1
0.3867,0.3493,0.8103,-0.707,-0.6272,-0.9475,3.1804,3.2206,2.0895,0.0118,3
0.8945,0.5642,0.5174,-0.961,-0.6468,-0.635,2.2548,3.4698,3.5164,0.0142,1
0.5039,0.4079,0.7713,-0.6289,-0.4319,-0.967,3.0635,3.0679,1.7872,0.0144,3
0.3476,0.5251,0.5955,-0.5508,-0.4905,-0.6154,3.6275,3.6032,3.6607,0.0182,0
0.8359,0.6814,0.5564,-0.9805,-0.471,-0.7131,2.0642,3.2741,3.3425,0.0143,1
0.4648,0.5446,0.5369,-0.6485,-0.51,-0.4787,3.5188,3.5047,3.542,0.0182,0
0.4844,0.5446,0.9471,-0.7656,-0.5296,-0.9084,3.2181,3.2199,2.0848,0.0135,3
0.8359,0.6032,0.5955,-1.0391,-0.5296,-0.5959,2.2945,3.3074,3.3327,0.0148,1
0.8359,0.5446,0.5564,-1.0195,-0.4905,-0.6936,1.8263,3.1826,3.2486,0.0129,1
0.5039,0.5446,0.9275,-0.5703,-0.471,-0.967,3.0919,3.1197,1.8976,0.0119,3
0.8164,0.5642,0.5174,-0.9219,-0.471,-0.7717,2.0995,3.2594,3.3178,0.014,1
0.5234,0.8767,0.4783,-0.6485,-0.9007,-0.6154,3.2964,2.1453,3.3378,0.0129,2
0.8555,0.4079,0.4588,-1.0195,-0.4905,-0.674,1.8423,3.1676,3.2417,0.0138,1
0.3476,0.7595,0.576,-0.5899,-0.9983,-0.6154,3.2955,2.2576,3.3534,0.0149,2
0.6585,0.9098,1.1437,-0.7478,-0.8481,-0.8876,0,0,0,0,5
0.7969,0.5446,0.7517,-0.9024,-0.7054,-0.5569,2.2599,3.472,3.5189,0.0164,1
0.5039,0.486,0.9861,-0.7266,-0.5882,-0.9279,3.0957,3.1316,2.0581,0.0144,3
0.7383,0.5056,0.576,-1.0586,-0.5686,-0.4787,2.2465,3.4127,3.4743,0.014,1
0.4258,0.2907,0.4392,-0.668,-0.4515,-0.4787,3.6252,3.6155,3.6936,0.0187,0
0.582,0.779,0.6931,-0.668,-1.1741,-0.635,3.149,1.8123,3.2009,0.0131,2
1.2054,0.773,1.1827,-0.8064,-0.7504,-0.8485,0,0,0,0,6
0.3281,0.8571,0.615,-0.707,-0.9983,-0.5373,3.2276,2.0649,3.2695,0.0125,2
0.3867,0.8767,0.5564,-0.7266,-0.9983,-0.7131,3.2355,2.0654,3.3032,0.015,2
0.9726,0.6618,0.6931,-1.0195,-0.9983,-0.635,1.8293,3.1553,3.1832,0.0144,1
0.5234,0.7985,0.615,-0.6289,-0.9007,-0.5764,3.2764,2.1261,3.3698,0.0124,2
0.5039,0.5056,0.5174,-0.707,-0.5491,-0.4787,3.584,3.5622,3.6467,0.0182,0
0.4062,0.3689,0.4783,-0.6875,-0.4905,-0.5569,3.5676,3.5838,3.6436,0.0189,0
0.3086,0.9157,0.4783,-0.7461,-0.7835,-0.6154,3.2983,2.2857,3.3504,0.0158,2
0.4062,0.4079,0.9471,-0.6485,-0.5686,-1.1428,3.2086,3.228,2.076,0.0131,3
0.4258,0.8962,0.4978,-0.5899,-1.0374,-0.5764,3.1486,1.805,3.1626,0.0146,2
0.7969,0.5056,0.5564,-0.9414,-0.51,-0.635,2.2675,3.4814,3.539,0.0137,1
0.8945,0.6032,0.6541,-0.9024,-0.6468,-0.674,2.2897,3.2961,3.3363,0.014,1
1.0491,0.6754,1.1437,-0.5525,-0.6137,-0.8485,0,0,0,0,6
0.543,0.3493,1.0447,-0.6094,-0.5296,-1.0256,3.0465,3.0522,1.8718,0.0133,3
0.5625,0.6423,0.5955,-0.6485,-0.4905,-0.6154,3.6198,3.6296,3.6906,0.0182,0
0.5234,0.6228,0.9275,-0.6875,-0.6663,-1.0647,3.1656,3.1755,2.065,0.012,3
1.2444,0.7926,1.1632,-0.7478,-0.6527,-0.7509,0,0,0,0,6
0.5039,0.8181,0.4783,-0.8242,-0.9397,-0.6154,3.2323,2.0428,3.2805,0.0131,2
0.4258,0.6618,0.7517,-0.6094,-0.51,-0.9279,3.4695,3.5119,2.2523,0.0128,3
0.4258,0.9743,0.4783,-0.7656,-0.9788,-0.6154,3.372,2.1999,3.4299,0.0124,2
0.4453,0.5642,0.9666,-0.5899,-0.51,-0.8889,3.117,3.1259,1.9145,0.0136,3
0.7578,0.5056,0.4588,-0.8047,-0.6468,-0.6154,2.0715,3.2003,3.2584,0.0143,1
0.5039,0.9743,0.5174,-0.6485,-1.1936,-0.6154,3.1811,1.9,3.2435,0.0114,2
0.3476,0.7595,0.576,-0.6094,-0.8225,-0.5959,3.2836,2.2543,3.3528,0.0149,2
0.4062,0.9157,0.3221,-0.668,-1.0179,-0.6936,3.1519,1.8185,3.2274,0.0145,2
0.5234,0.447,0.908,-0.6875,-0.7054,-1.0256,3.2046,3.2246,2.0745,0.014,3
0.543,0.8962,0.5369,-0.6875,-0.9983,-0.7717,3.1451,1.8917,3.1815,0.0142,2
0.5234,0.3689,0.8885,-0.6289,-0.6663,-0.9865,3.4518,3.4569,2.257,0.0147,3
0.4648,0.8376,0.5955,-0.6485,-1.0765,-0.5178,3.1723,1.9022,3.207,0.0114,2
0.4062,0.4665,0.5174,-0.6875,-0.6858,-0.6154,3.623,3.6123,3.6814,0.0181,0
0.7383,0.6814,0.4392,-0.9219,-0.5296,-0.8498,2.2656,3.4535,3.5275,0.014,1
0.4648,0.9743,0.5955,-0.8047,-1.0179,-0.6154,3.1499,1.8991,3.1866,0.0127,2
0.971,1.1441,0.753,-0.4939,-0.6137,-1.0243,0,0,0,0,4
0.543,0.5251,0.9471,-0.668,-0.5686,-1.0451,3.1387,3.1659,2.0801,0.0136,3
0.5039,0.9353,0.6541,-0.707,-0.9983,-0.5569,3.1308,1.8908,3.2021,0.0117,2
0.4258,0.5251,0.7517,-0.7266,-0.3929,-0.9475,3.0901,3.1064,1.8086,0.0138,3
0.5039,0.5642,0.8494,-0.5899,-0.7835,-1.0256,3.182,3.1824,2.0611,0.0147,3
0.8945,0.486,0.4978,-0.8633,-0.4515,-0.5178,2.0872,3.2747,3.352,0.0138,1
0.8555,0.3884,0.6346,-0.9219,-0.6272,-0.5764,2.2572,3.4792,3.5119,0.0153,1
0.4062,0.4079,0.9666,-0.5899,-0.4515,-0.8694,3.2155,3.2286,2.2419,0.014,3
0.875,0.6228,0.4588,-1,-0.471,-0.5569,2.2336,3.4298,3.4926,0.0145,1
0.3867,0.9353,0.5564,-0.707,-0.8811,-0.635,3.2428,2.0692,3.2996,0.0134,2
0.5039,0.8767,0.6541,-0.7656,-0.9007,-0.635,3.2296,2.0462,3.2786,0.0118,2
0.289,0.4665,0.4588,-0.6289,-0.4905,-0.4592,3.5906,3.6087,3.6485,0.0181,0
1.1663,0.8121,1.0655,-0.611,-0.7113,-0.829,0,0,0,0,6
0.4453,0.3689,0.8885,-0.7266,-0.5686,-0.9084,3.1827,3.1994,2.2047,0.0135,3
0.4648,0.9157,0.4783,-0.668,-0.7835,-0.5959,3.2654,2.253,3.3122,0.0128,2
0.4453,0.6032,0.8689,-0.7656,-0.5491,-0.967,3.0921,3.0981,2.016,0.0119,3
0.4648,0.4079,0.4978,-0.6094,-0.5882,-0.5373,3.5913,3.6099,3.6535,0.0183,0
0.4062,0.8376,0.5174,-0.6289,-0.9007,-0.5569,3.3141,2.1671,3.3638,0.0137,2
0.5039,0.8571,0.6736,-0.7461,-0.9202,-0.7131,3.257,2.1329,3.3031,0.0123,2
0.4453,0.8571,0.6931,-0.6485,-0.9983,-0.5764,3.2432,2.0563,3.3044,0.0137,2
1.1663,0.773,1.1827,-0.7478,-0.7504,-0.9071,0,0,0,0,6
0.3672,0.5446,0.5369,-0.5508,-0.51,-0.5373,3.6022,3.5683,3.6459,0.0187,0
0.4062,0.3689,0.5174,-0.5899,-0.4515,-0.5373,3.6262,3.6067,3.6953,0.0185,0
0.8555,0.486,0.576,-0.9414,-0.5491,-0.635,2.2332,3.4248,3.4637,0.0146,1
0.4453,0.8376,0.4588,-0.6289,-0.9788,-0.8303,3.3565,2.1815,3.4229,0.0137,2
0.543,0.8376,0.576,-0.9024,-0.9983,-0.6154,3.196,2.115,3.2597,0.0154,2
0.8555,0.5446,0.4978,-0.8828,-0.51,-0.6545,2.2267,3.4194,3.4506,0.0138,1
0.5625,0.486,0.9471,-0.7461,-0.6077,-0.9865,3.1762,3.1897,2.0803,0.0126,3
0.543,0.6032,0.908,-0.8438,-0.6077,-1.1233,3.431,3.4245,2.2631,0.0149,3
0.4648,0.779,0.5955,-0.6875,-0.8616,-0.6936,3.2989,2.1512,3.3233,0.0127,2
0.875,0.5837,0.4978,-0.9219,-0.6272,-0.6154,2.2438,3.445,3.4828,0.0162,1
0.4258,0.486,0.5564,-0.668,-0.5686,-0.5373,3.5716,3.5641,3.6339,0.0182,0
0.7969,0.6032,0.4197,-0.9024,-0.6272,-0.635,2.2447,3.4619,3.5225,0.014,1
0.8945,0.486,0.5369,-0.9219,-0.6468,-0.6154,2.2141,3.4016,3.4247,0.016,1
0.4258,0.5056,0.908,-0.7461,-0.51,-0.967,3.4783,3.5002,2.2636,0.0128,3
0.3476,0.5642,0.576,-0.6289,-0.5686,-0.4397,3.5852,3.5765,3.6339,0.0184,0
0.8359,0.5642,0.576,-1.0977,-0.6272,-0.5959,2.0674,3.2111,3.2742,0.0143,1
0.4844,0.6032,0.4978,-0.5703,-0.6077,-0.7131,3.6042,3.5941,3.6476,0.0181,0
0.5234,0.8181,0.4783,-0.6289,-0.9202,-0.7326,3.3577,2.1872,3.4111,0.015,2
0.4648,0.9548,0.4588,-0.7852,-0.803,-0.5178,3.2934,2.2719,3.3739,0.0152,2
0.5625,0.74,0.6346,-0.668,-0.7835,-0.5373,3.1654,1.9057,3.2034,0.0123,2
0.8945,0.5642,0.4588,-1.0391,-0.6468,-0.7522,2.2533,3.4709,3.5374,0.0139,1
0.8359,0.5837,0.4978,-0.9805,-0.6663,-0.5373,2.112,3.2726,3.3373,0.0137,1
0.4062,0.9548,0.5564,-0.6485,-0.9397,-0.6545,3.2622,2.1276,3.3201,0.0143,2
0.3867,0.447,0.5564,-0.7656,-0.5686,-0.6154,3.4853,3.4916,3.5403,0.0182,0
0.3867,0.486,0.9666,-0.5703,-0.4905,-0.8694,3.05,3.0654,1.7943,0.0149,3
0.4648,0.5446,0.9666,-0.4727,-0.5882,-1.0256,3.1822,3.206,2.2137,0.0138,3
0.8945,0.4665,0.576,-0.9805,-0.5686,-0.6545,1.8575,3.2376,3.2411,0.0159,1
0.3867,0.9353,0.5369,-0.707,-0.8616,-0.635,3.1403,1.803,3.1853,0.0141,2
0.3672,0.8962,0.5564,-0.6485,-1.0569,-0.635,3.3584,2.2057,3.437,0.0123,2
0.8164,0.6618,0.5369,-1.0391,-0.5882,-0.5959,1.8464,3.1629,3.2309,0.0131,1
0.5039,0.8181,0.5955,-0.6875,-0.9202,-0.7326,3.2354,2.2508,3.3214,0.0133,2
0.8555,0.6814,0.5174,-0.8828,-0.4905,-0.5764,2.2999,3.3124,3.3873,0.0146,1
0.3867,0.4665,0.4392,-0.5899,-0.6077,-0.5764,3.6179,3.6241,3.6875,0.0186,0
0.8359,0.6423,0.4392,-0.961,-0.5882,-0.635,2.0987,3.3136,3.386,0.0148,1
0.8164,0.5642,0.5955,-0.9805,-0.5296,-0.5764,2.0818,3.2957,3.3378,0.0151,1
0.9922,0.447,0.5955,-0.9024,-0.6663,-0.5764,1.8995,3.1695,3.2266,0.0156,1
1.0686,1.1441,0.7335,-0.572,-0.6527,-0.9852,0,0,0,0,4
0.5625,0.5446,0.9275,-0.5508,-0.4319,-0.9084,3.1905,3.1872,2.0825,0.0127,3
0.8164,0.6228,0.615,-0.9219,-0.764,-0.674,2.306,3.3326,3.3639,0.0155,1
0.9531,0.5446,0.576,-1,-0.6663,-0.6545,1.8568,3.2161,3.2587,0.0129,1
0.9336,0.5642,0.576,-1.0586,-0.7054,-0.6154,1.8468,3.1725,3.2104,0.0156,1
0.5039,0.486,0.5369,-0.6094,-0.5882,-0.5373,3.5913,3.6099,3.6535,0.0183,0
0.875,0.4079,0.6541,-0.9219,-0.7835,-0.5569,2.2184,3.3806,3.4412,0.0161,1
1.1663,1.1441,0.7921,-0.5134,-0.5941,-0.9462,0,0,0,0,4
0.3867,0.6618,0.4588,-0.6485,-0.4515,-0.5373,3.554,3.5751,3.6444,0.0182,0
0.4648,0.5251,0.4978,-0.5703,-0.5296,-0.4787,3.5903,3.6275,3.68,0.0181,0
0.4453,0.5837,0.9471,-0.707,-0.4905,-0.8498,3.454,3.45,2.2624,0.0136,3
0.3476,0.8181,0.5174,-0.6094,-0.9397,-0.7131,3.1473,1.8225,3.2201,0.0135,2
0.543,0.6814,0.5955,-0.668,-1.096,-0.6154,3.2467,2.2786,3.3494,0.0151,2
0.9336,0.447,0.4588,-1.0195,-0.6858,-0.7131,2.2024,3.3887,3.4391,0.0155,1
0.7366,0.9684,1.1437,-0.7673,-0.6723,-0.8095,0,0,0,0,5
0.8164,0.5251,0.4392,-1.0586,-0.5491,-0.6936,1.8432,3.2191,3.2391,0.0129,1
1.1272,0.8512,1.2413,-0.7868,-0.809,-0.829,0,0,0,0,6
0.3867,0.7595,0.5955,-0.7266,-0.9007,-0.635,3.2472,2.0578,3.2739,0.0129,2
0.8945,0.5251,0.4978,-0.9024,-0.5882,-0.674,2.0904,3.3027,3.3528,0.0154,1
0.875,0.6032,0.6931,-1.0195,-0.6272,-0.6545,2.2229,3.4081,3.5065,0.0139,1
0.4453,0.5642,0.9275,-0.6875,-0.4905,-1.0061,3.1032,3.1204,2.0544,0.0151,3
1.0491,0.6949,1.1046,-0.7673,-0.6137,-0.829,0,0,0,0,6
1.1468,0.7144,1.1046,-0.7087,-0.5746,-0.9657,0,0,0,0,6
0.3867,0.6228,0.7322,-0.6289,-0.5296,-1.0256,3.0886,3.132,2.0354,0.0149,3
0.3867,0.3298,0.4978,-0.5899,-0.5296,-0.5764,3.615,3.6358,3.709,0.018,0
0.4062,0.9548,0.5955,-0.6289,-1.1741,-0.7326,3.2269,2.0505,3.2846,0.014,2
0.9336,0.6814,0.4783,-1.0586,-0.6858,-0.6545,2.243,3.4348,3.4994,0.0159,1
0.8538,1.1832,1.1827,-0.6892,-0.7113,-0.6532,0,0,0,0,5
0.4258,0.486,1.0252,-0.5703,-0.5686,-0.967,3.0456,3.056,1.7962,0.0151,3
0.4844,0.4079,0.4392,-0.6094,-0.5686,-0.5569,3.6151,3.652,3.6758,0.019,0
0.8945,0.6423,0.3611,-0.9414,-0.4515,-0.6545,2.0943,3.2916,3.3504,0.0154,1
0.8555,0.6228,0.6541,-0.8633,-0.5686,-0.5959,2.2315,3.4186,3.4509,0.0141,1
0.5234,0.5446,0.8103,-0.7461,-0.6077,-0.9279,3.0794,3.107,1.8992,0.0141,3
0.8945,0.6423,0.5369,-0.9219,-0.7249,-0.5959,2.26,3.4538,3.485,0.0145,1
0.875,0.486,0.615,-0.9805,-0.6077,-0.7131,2.2107,3.4091,3.4788,0.0144,1
0.4453,0.5056,0.5369,-0.6875,-0.5686,-0.5569,3.619,3.6104,3.6659,0.0182,0
1.1272,0.6363,1.1632,-0.8259,-0.9848,-0.7899,0,0,0,0,6
0.7773,0.6618,0.4588,-0.961,-0.6077,-0.674,2.0672,3.2816,3.3275,0.0156,1
0.8359,0.6032,0.3806,-0.9219,-0.51,-0.6936,2.2245,3.4113,3.4803,0.0141,1
0.3476,0.9353,0.615,-0.6289,-0.9397,-0.635,3.1882,2.0319,3.262,0.0121,2
1.1468,0.7926,1.2023,-0.6696,-0.809,-0.7899,0,0,0,0,6
0.9726,0.5056,0.6346,-0.961,-0.6663,-0.5959,2.2073,3.4053,3.3996,0.0165,1
0.4062,0.9548,0.576,-0.7461,-0.9007,-0.6154,3.1633,1.8257,3.2305,0.0139,2
0.7187,0.5251,0.576,-1.0586,-0.6077,-0.6936,2.2964,3.3345,3.3622,0.0153,1
0.543,0.447,0.9471,-0.7461,-0.6663,-0.9279,3.1684,3.1791,2.072,0.0117,3
0.289,0.3689,0.4197,-0.4922,-0.5686,-0.5373,3.6261,3.6102,3.6714,0.0184,0
0.4844,0.5446,0.9861,-0.5703,-0.6468,-1.0451,3.1102,3.1286,1.9035,0.0136,3
0.914,0.6228,0.576,-0.961,-0.5491,-0.635,1.9241,3.2051,3.2681,0.0136,1
0.3476,0.8767,0.5369,-0.6875,-1.0765,-0.5569,3.229,2.1137,3.3047,0.0132,2
0.543,0.486,0.8494,-0.707,-0.471,-0.8694,3.2253,3.2491,2.2369,0.0148,3
0.4844,0.9548,0.576,-0.668,-0.9983,-0.6545,3.1467,1.9154,3.2348,0.0147,2
0.8555,0.6228,0.5955,-0.8242,-0.6272,-0.6936,2.2964,3.3345,3.3622,0.0153,1
1.2835,0.8316,1.2413,-0.6892,-0.7895,-0.7118,0,0,0,0,6
0.4258,0.4079,1.0447,-0.668,-0.5491,-0.8889,3.4626,3.4915,2.2683,0.0134,3
0.875,0.5837,0.5955,-0.8633,-0.5686,-0.4983,2.0845,3.2601,3.2791,0.0142,1
0.543,0.8962,0.5369,-0.6289,-0.8811,-0.674,3.3579,2.2075,3.4334,0.0154,2
0.9336,0.5642,0.6346,-0.9024,-0.5491,-0.5959,1.8323,3.1728,3.233,0.0125,1
0.4062,0.4275,0.8103,-0.5899,-0.5686,-0.8694,3.2289,3.2578,2.2411,0.0127,3
0.8164,0.5446,0.4978,-0.9219,-0.6858,-0.5569,2.2332,3.4351,3.4921,0.0161,1
0.6015,0.5056,0.9275,-0.5899,-0.4905,-0.9865,3.1865,3.206,2.0693,0.0139,3
0.8538,0.9488,1.1241,-0.7087,-0.6918,-0.868,0,0,0,0,5
0.914,0.6814,0.5174,-1.1172,-0.5296,-0.5569,2.1976,3.3644,3.3918,0.0134,1
0.7773,0.6618,0.5369,-0.9414,-0.5882,-0.6936,2.088,3.2695,3.3324,0.0157,1
0.8945,0.6032,0.5564,-0.9024,-0.51,-0.5373,2.0943,3.2886,3.338,0.014,1
0.4844,0.4665,0.8689,-0.7656,-0.51,-0.9475,3.4665,3.4935,2.2918,0.0142,3
0.8538,0.9488,1.2609,-0.7478,-0.6918,-0.8485,0,0,0,0,5
0.289,0.447,0.3806,-0.668,-0.4515,-0.4983,3.5543,3.562,3.6023,0.0181,0
0.4453,0.5642,1.0056,-0.6094,-0.5296,-0.9279,3.1034,3.0855,1.8203,0.014,3
0.875,0.5642,0.4978,-0.9024,-0.7249,-0.5959,2.2017,3.3771,3.4376,0.0156,1
0.8945,0.5446,0.6931,-0.9024,-0.51,-0.5959,2.0822,3.2718,3.2929,0.0143,1
1.1858,0.8121,1.2218,-0.7282,-0.6332,-0.7704,0,0,0,0,6
0.4648,0.9548,0.615,-0.5703,-0.9593,-0.674,3.3095,2.2855,3.3887,0.0132,2
0.543,0.5251,0.8494,-0.5899,-0.6272,-0.9084,3.1342,3.1312,2.0558,0.0146,3
0.543,0.8767,0.5174,-0.7461,-0.9007,-0.5959,3.3031,2.1697,3.3989,0.0153,2
1.2054,0.734,1.2413,-0.6696,-0.6332,-0.829,0,0,0,0,6
0.4648,0.8181,0.4978,-0.7656,-1.0374,-0.5959,3.1278,1.804,3.2025,0.0132,2
0.8945,0.6618,0.5174,-1.0781,-0.7444,-0.5569,2.1896,3.3807,3.4222,0.0153,1
0.4258,0.5446,0.3221,-0.6094,-0.5686,-0.4787,3.6138,3.5743,3.6871,0.0182,0
0.4258,0.6228,1.0056,-0.6094,-0.4515,-0.967,3.1449,3.1673,2.0671,0.0146,3
0.5234,0.4665,0.908,-0.6485,-0.51,-1.0061,3.1757,3.1672,2.1888,0.0133,3
0.7383,0.447,0.4783,-0.9024,-0.5686,-0.5178,2.2917,3.31,3.325,0.0149,1
0.4648,0.9157,0.615,-0.6289,-0.9397,-0.5569,3.2479,2.0512,3.2884,0.0137,2
0.3476,0.9548,0.5369,-0.6875,-0.9593,-0.6936,3.2085,2.0633,3.2758,0.0136,2
0.8164,0.5837,0.5174,-1,-0.6077,-0.5764,1.9432,3.2084,3.2533,0.0148,1
0.4258,0.779,0.615,-0.7266,-0.8616,-0.7522,3.2841,2.2728,3.3615,0.0131,2
0.4844,0.9548,0.5955,-0.668,-0.8616,-0.8498,3.3061,2.275,3.3783,0.0143,2
0.9922,0.5446,0.5564,-0.8828,-0.6468,-0.635,2.0985,3.2676,3.3013,0.0141,1
0.7773,0.4665,0.615,-0.9219,-0.6077,-0.7912,1.8387,3.1681,3.2344,0.0148,1
0.5039,0.8767,0.5369,-0.7656,-1.0374,-0.7131,3.1179,1.7882,3.1933,0.0113,2
0.4648,0.9157,0.6736,-0.6875,-0.8616,-0.5764,3.2409,2.0676,3.2889,0.0148,2
0.5234,0.779,0.6931,-0.5899,-0.9593,-0.6936,3.1344,1.8912,3.201,0.0149,2
0.8164,0.5056,0.5369,-1.0781,-0.7054,-0.635,2.2172,3.3938,3.4209,0.014,1
0.4062,0.8571,0.5955,-0.7266,-0.8811,-0.5764,3.2537,2.0599,3.3037,0.0127,2
0.4258,0.5642,0.9471,-0.5313,-0.6077,-0.8889,3.4764,3.4951,2.2864,0.0133,3
0.4844,0.4665,0.8103,-0.8242,-0.6468,-0.9475,3.4312,3.4468,2.2475,0.0148,3
0.4844,0.9548,0.6346,-0.6485,-0.9397,-0.674,3.2027,2.0546,3.265,0.0135,2
0.4453,0.9157,0.4783,-0.7656,-0.9007,-0.5764,3.1224,1.8884,3.1705,0.0119,2
0.7578,0.6814,0.5369,-0.9219,-0.471,-0.6936,2.2331,3.4059,3.4344,0.0145,1
0.5625,0.5837,0.9666,-0.5899,-0.5686,-0.9279,3.1721,3.1884,2.0662,0.0149,3
0.5039,0.5642,0.6346,-0.6875,-0.9593,-0.6936,3.3074,2.2947,3.3629,0.0148,2
0.4648,0.6423,0.8689,-0.4922,-0.5882,-0.9475,3.0909,3.1101,1.8852,0.0112,3
0.5234,0.8767,0.6346,-0.6875,-0.9593,-0.6545,3.2573,2.2563,3.3275,0.0133,2
1.2054,0.7926,1.2023,-0.6501,-0.7113,-0.7899,0,0,0,0,6
0.5039,0.6228,0.908,-0.707,-0.5882,-1.1037,3.0835,3.1168,2.0503,0.0119,3
0.582,0.5446,0.9275,-0.7461,-0.5491,-0.967,3.0406,3.0674,1.7801,0.0123,3
0.3086,0.6032,0.8299,-0.7266,-0.5686,-1.1037,3.1354,3.1568,2.0739,0.0118,3
0.7952,1.0074,1.1437,-0.6306,-0.7699,-0.9266,0,0,0,0,5
0.8555,0.5056,0.4588,-0.9024,-0.6272,-0.5764,2.2993,3.3394,3.3347,0.0166,1
0.5039,0.8767,0.6931,-0.5899,-0.8811,-0.7912,3.2642,2.1426,3.3414,0.0131,2
1.1077,0.6168,1.1632,-0.7478,-0.6527,-0.8485,0,0,0,0,6
0.4844,0.486,0.4783,-0.7656,-0.5491,-0.5373,3.6097,3.59,3.6258,0.0183,0
0.3476,0.3493,0.4588,-0.707,-0.5882,-0.5373,3.6554,3.6169,3.6371,0.0184,0
0.8359,0.3689,0.4588,-0.9024,-0.5491,-0.5569,1.8305,3.1674,3.2266,0.0144,1
0.8343,1.1246,1.2023,-0.6501,-0.7699,-0.868,0,0,0,0,5
0.4648,0.5056,0.9471,-0.6875,-0.764,-0.9279,3.4358,3.4404,2.2565,0.0143,3
0.8538,1.0855,1.1437,-0.6306,-0.6332,-0.9071,0,0,0,0,5
1.2444,1.1051,0.7335,-0.5525,-0.6918,-0.868,0,0,0,0,4
0.5234,0.486,0.8494,-0.707,-0.6663,-0.8498,3.1786,3.2182,2.0956,0.0136,3
0.4258,0.5837,0.8689,-0.6094,-0.5882,-1.0061,3.1249,3.1306,2.0609,0.0117,3
0.4453,0.6423,0.8299,-0.7461,-0.5491,-1.1428,3.1244,3.1234,1.8291,0.0145,3
