num,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,nothing1,nothing2,nothing3,nothing4,nothing5,nothing6,nothing7,nothing8,nothing9,nothing10,nothing11,nothing12,nothing13,nothing14,nothing15,nothing16,nothing17,state,target
51350,0.5234,0.9743,0.3806,-0.7266,-1.1936,-0.7326,3.2339,2.0598,3.2732,0.0145,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
51351,0.5234,0.8376,0.5955,-0.8242,-0.9397,-0.6545,3.1857,2.0606,3.28,0.0138,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
51934,0.3476,0.8376,0.5955,-0.8242,-0.9397,-0.6545,3.1857,2.0606,3.28,0.0138,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
52517,0.5039,0.8376,0.576,-0.6875,-0.9007,-0.635,3.2273,2.0655,3.2795,0.0124,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
52518,0.5039,0.8376,0.3806,-0.7656,-0.8616,-0.7131,3.2133,2.059,3.281,0.0147,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
53101,0.4844,0.9939,0.3806,-0.7656,-0.8616,-0.7131,3.2133,2.059,3.281,0.0147,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
53684,0.5234,0.6423,0.5369,-0.8047,-0.8616,-0.5569,3.2012,2.0704,3.2662,0.0135,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
53685,0.5234,0.6423,0.5369,-0.7266,-0.9788,-0.5959,3.2207,2.0646,3.2697,0.0128,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
54268,0.4648,0.7985,0.5369,-0.7266,-0.9788,-0.5959,3.2207,2.0646,3.2697,0.0128,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
54851,0.543,0.8571,0.5955,-0.6875,-1.1546,-0.5569,3.2254,2.0611,3.277,0.0149,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
54852,0.543,0.8571,0.5955,-0.6875,-0.9397,-0.5764,3.2168,2.0693,3.2788,0.0131,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
55435,0.4453,0.9743,0.5174,-0.6875,-0.9397,-0.5764,3.2168,2.0693,3.2788,0.0131,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
56018,0.543,0.7985,0.576,-0.6289,-0.9788,-0.5959,3.2222,2.0616,3.2829,0.0133,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
56019,0.543,0.7985,0.576,-0.6289,-0.9788,-0.5764,3.2409,2.0676,3.2889,0.0148,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
56602,0.4648,0.9157,0.6736,-0.6875,-0.8616,-0.5764,3.2409,2.0676,3.2889,0.0148,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
57185,0.2695,0.8376,0.576,-0.7266,-0.8421,-0.5569,3.2209,2.0606,3.3034,0.0126,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
57186,0.2695,0.8376,0.576,-0.7266,-0.8421,-0.5569,3.224,2.0612,3.2686,0.0139,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
57769,0.5234,0.8376,0.6736,-0.6485,-0.8421,-0.6545,3.224,2.0612,3.2686,0.0139,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
58352,0.4844,0.8571,0.6346,-0.6289,-0.8811,-0.6154,3.2177,2.0691,3.257,0.0147,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
58353,0.4844,0.8571,0.6346,-0.6289,-0.8811,-0.6154,3.2177,2.0793,3.2885,0.0122,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
58936,0.4062,0.779,0.6541,-0.668,-0.9202,-0.4397,3.2157,2.0793,3.2885,0.0122,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
59519,0.3867,0.9743,0.4392,-0.7266,-0.8421,-0.635,3.2274,2.0622,3.2982,0.0144,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
59520,0.3867,0.9743,0.4392,-0.7266,-0.8421,-0.635,3.2274,2.0622,3.2931,0.0142,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
60103,0.4844,0.8181,0.4978,-0.7266,-0.9202,-0.6545,3.1935,2.0597,3.2931,0.0142,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
60686,0.4453,0.8962,0.6931,-0.668,-0.9007,-0.6545,3.2268,2.0743,3.262,0.012,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
60687,0.4453,0.8962,0.6931,-0.668,-0.9007,-0.6545,3.2268,2.0743,3.262,0.0149,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
61270,0.5234,0.7595,0.5369,-0.7852,-0.9007,-0.6545,3.1989,2.0672,3.3025,0.0149,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
61854,0.3476,0.9548,0.5369,-0.6875,-0.9593,-0.6936,3.2085,2.0633,3.2758,0.0136,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
62437,0.3867,0.8962,0.5564,-0.668,-0.9397,-0.5764,3.2375,2.0606,3.2964,0.0122,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
63021,0.4453,0.9743,0.615,-0.668,-0.9007,-0.5373,3.2255,2.0714,3.2922,0.0151,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
63604,0.4648,0.8767,0.6541,-0.6094,-1.096,-0.5569,3.2337,2.0864,3.3008,0.0131,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
64188,0.4453,0.9743,0.5174,-0.7461,-0.8811,-0.4983,3.2384,2.0676,3.2834,0.0126,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
64771,0.5625,0.8181,0.5174,-0.6485,-0.9202,-0.5959,3.2244,2.0686,3.3139,0.0153,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
65355,0.4648,0.7985,0.4392,-0.6875,-0.9202,-0.674,3.2222,2.0664,3.2929,0.0126,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
65938,0.4062,0.9157,0.4978,-0.707,-0.9788,-0.6936,3.2239,2.0622,3.2761,0.0131,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
66522,0.4453,0.8767,0.5564,-0.7461,-0.8225,-0.6936,3.2266,2.0654,3.3097,0.0153,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
67105,0.5039,0.8962,0.5369,-0.8242,-0.9202,-0.674,3.2388,2.0632,3.2793,0.0123,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
67689,0.5039,0.8376,0.6541,-0.6289,-0.9593,-0.5959,3.2154,2.0763,3.261,0.0137,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
68272,0.4258,0.9353,0.4588,-0.6875,-0.9007,-0.5764,3.2228,2.073,3.2833,0.015,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
68273,0.4258,0.9548,0.4978,-0.7461,-0.9397,-0.6154,3.2276,2.08,3.2892,0.012,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
68856,0.3867,0.9548,0.4978,-0.7461,-0.9397,-0.6154,3.2276,2.08,3.2892,0.012,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
69439,0.5039,0.779,0.6931,-0.668,-0.9202,-0.7131,3.2302,2.0597,3.3002,0.014,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
69440,0.5039,0.779,0.6541,-0.6289,-0.9007,-0.5569,3.2329,2.062,3.3001,0.0146,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
70023,0.3476,1.0329,0.6541,-0.6289,-0.9007,-0.5569,3.2329,2.062,3.3001,0.0146,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
70606,0.4062,0.8962,0.6736,-0.707,-0.9202,-0.5764,3.2312,2.071,3.2748,0.0121,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
70607,0.4062,0.8962,0.6736,-0.6875,-0.9788,-0.6936,3.234,2.0719,3.3023,0.0142,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
71190,0.4648,0.8571,0.4197,-0.6875,-0.9788,-0.6936,3.234,2.0719,3.3023,0.0142,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
71773,0.4062,0.9353,0.5174,-0.7266,-0.8421,-0.6545,3.249,2.0565,3.3333,0.014,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
71774,0.4062,0.9353,0.5174,-0.7266,-1.0569,-0.5959,3.2562,2.0668,3.2965,0.0121,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
72343,0.5039,0.8962,0.576,-0.7266,-1.0569,-0.5959,3.2562,2.0668,3.2965,0.0121,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,7
279,0.5039,0.6032,0.8689,-0.7266,-0.6663,-1.0647,3.0526,3.0687,2.0291,0.013,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
280,0.5039,0.6032,0.8689,-0.6289,-0.51,-1.0451,3.071,3.0759,2.0249,0.0121,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
863,0.5039,0.6228,0.8494,-0.6289,-0.51,-1.0451,3.071,3.0759,2.0249,0.0121,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
1446,0.4844,0.6423,0.8494,-0.668,-0.5686,-0.8889,3.0564,3.08,2.0315,0.0147,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
1447,0.4844,0.6423,0.8494,-0.668,-0.6077,-1.0451,3.0571,3.0732,2.0436,0.0125,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
2030,0.5039,0.6228,0.9471,-0.7461,-0.6077,-1.0451,3.0571,3.0732,2.0436,0.0125,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
2613,0.3867,0.5837,0.7908,-0.6289,-0.5686,-0.8694,3.0703,3.0826,2.043,0.0128,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
2614,0.3867,0.5837,0.7908,-0.6289,-0.5686,-0.7912,3.0622,3.0778,2.0328,0.0145,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
3197,0.5234,0.6423,0.908,-0.5703,-0.471,-0.7912,3.0622,3.0778,2.0328,0.0145,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
3780,0.4258,0.5056,0.8885,-0.668,-0.51,-0.967,3.0826,3.0822,2.0502,0.0122,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
3781,0.4258,0.5056,0.8885,-0.668,-0.51,-0.967,3.0729,3.0883,2.0329,0.0134,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
4364,0.5234,0.5642,0.9275,-0.5313,-0.7054,-0.967,3.0729,3.0883,2.0329,0.0134,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
4947,0.5039,0.5837,0.8103,-0.6289,-0.5882,-0.8498,3.0929,3.094,2.0529,0.0142,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
4948,0.5039,0.5837,0.8103,-0.6289,-0.5882,-0.8498,3.0929,3.1168,2.0503,0.0119,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
5531,0.5039,0.6228,0.908,-0.707,-0.5882,-1.1037,3.0835,3.1168,2.0503,0.0119,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
6114,0.5234,0.5056,0.8299,-0.5899,-0.5491,-0.967,3.0756,3.1042,2.0476,0.0139,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
6115,0.5234,0.5056,0.8299,-0.5899,-0.5491,-0.967,3.0756,3.1042,2.0428,0.0138,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
6698,0.4844,0.5837,0.9666,-0.6875,-0.4905,-1.0061,3.0933,3.1028,2.0428,0.0138,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
7281,0.4258,0.6423,0.908,-0.5899,-0.5882,-0.8889,3.0985,3.0947,2.0374,0.0119,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
7282,0.4258,0.6423,0.908,-0.5899,-0.5882,-0.8889,3.0985,3.0947,2.0374,0.0144,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
7865,0.4844,0.6618,0.8103,-0.6485,-0.51,-1.0256,3.0784,3.1024,2.038,0.0144,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
8449,0.4258,0.4079,0.6736,-0.6289,-0.5686,-0.9865,3.0843,3.1057,2.0585,0.0134,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
9032,0.4453,0.486,0.9275,-0.6094,-0.7054,-0.9084,3.0873,3.1065,2.0507,0.0119,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
9616,0.3672,0.5446,0.7908,-0.6289,-0.5686,-0.9865,3.122,3.1066,2.0596,0.0149,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
10199,0.4453,0.6032,0.8494,-0.5313,-0.5491,-0.9084,3.1103,3.1007,2.061,0.013,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
10783,0.4648,0.4079,0.9861,-0.668,-0.51,-1.0256,3.1129,3.11,2.0581,0.0124,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
11366,0.4453,0.4275,0.9471,-0.668,-0.6858,-1.0842,3.104,3.0971,2.0634,0.0152,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
11950,0.5234,0.447,0.9861,-0.5899,-0.6663,-0.967,3.1008,3.1163,2.0529,0.0127,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
12533,0.4258,0.5642,0.7908,-0.4336,-0.4905,-0.8694,3.0872,3.1176,2.0448,0.013,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
13117,0.5234,0.3103,0.9861,-0.6289,-0.6663,-1.0451,3.1106,3.1275,2.066,0.0152,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
13700,0.4453,0.5446,0.8885,-0.6289,-0.51,-0.8694,3.1165,3.1246,2.0445,0.0123,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
14284,0.4453,0.4665,0.5369,-0.8438,-0.4515,-1.0061,3.1192,3.12,2.0666,0.0135,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
14867,0.4844,0.6423,0.8494,-0.5703,-0.5491,-0.8889,3.0963,3.1321,2.042,0.015,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
14868,0.4844,0.5642,0.9275,-0.6485,-0.7054,-0.9084,3.1262,3.1297,2.048,0.0119,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
15451,0.3867,0.5642,0.9275,-0.6485,-0.7054,-0.9084,3.1262,3.1297,2.048,0.0119,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
16034,0.5039,0.486,0.908,-0.707,-0.5296,-0.9279,3.1112,3.127,2.0548,0.0138,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
16035,0.5039,0.486,0.9861,-0.7266,-0.5882,-0.9279,3.0957,3.1316,2.0581,0.0144,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
16618,0.4062,0.4079,0.9861,-0.7266,-0.5882,-0.9279,3.0957,3.1316,2.0581,0.0144,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
17201,0.4258,0.5837,0.8689,-0.6094,-0.5882,-1.0061,3.1249,3.1306,2.0609,0.0117,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
17202,0.4258,0.5837,0.8689,-0.668,-0.4905,-1.0451,3.1092,3.1263,2.0649,0.0141,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
17785,0.543,0.5056,0.9275,-0.668,-0.4905,-1.0451,3.1092,3.1263,2.0649,0.0141,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
18368,0.4648,0.5056,0.8494,-0.6289,-0.6077,-0.9084,3.125,3.124,2.0543,0.0139,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
18369,0.4648,0.5056,0.8494,-0.6289,-0.5491,-0.967,3.1037,3.1341,2.0413,0.0118,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
18952,0.3086,0.486,0.8689,-0.6875,-0.5491,-0.967,3.1037,3.1341,2.0413,0.0118,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
19535,0.4844,0.5056,0.9275,-0.5508,-0.6077,-0.9475,3.1139,3.1333,2.0384,0.0145,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
19536,0.4844,0.5056,0.9275,-0.5508,-0.6077,-1.0061,3.1206,3.1391,2.0563,0.0133,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
20119,0.543,0.4079,0.8494,-0.668,-0.51,-1.0061,3.1206,3.1391,2.0563,0.0133,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
20702,0.582,0.5056,1.0056,-0.5117,-0.51,-0.8889,3.0982,3.153,2.0533,0.0121,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
20703,0.582,0.5056,1.0056,-0.5117,-0.51,-0.8889,3.1342,3.1312,2.0558,0.0146,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
21286,0.543,0.5251,0.8494,-0.5899,-0.6272,-0.9084,3.1342,3.1312,2.0558,0.0146,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
21869,0.4062,0.5446,0.8885,-0.5899,-0.4905,-0.9084,3.1241,3.134,2.038,0.0127,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
21870,0.4062,0.5446,0.8885,-0.5899,-0.4905,-0.9084,3.1241,3.1313,2.0513,0.0125,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
22453,0.3476,0.447,0.8885,-0.6875,-0.5686,-0.8889,3.1333,3.1313,2.0513,0.0125,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
23036,0.5234,0.3884,0.9275,-0.6485,-0.6077,-1.0647,3.1213,3.1549,2.0522,0.0146,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
23037,0.5234,0.3884,0.9275,-0.6485,-0.6077,-1.0647,3.1213,3.1549,2.0586,0.0124,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
23620,0.5039,0.486,0.908,-0.6094,-0.6077,-1.1037,3.1155,3.1218,2.0586,0.0124,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
24203,0.4844,0.6618,0.8885,-0.668,-0.471,-0.967,3.1405,3.1398,2.085,0.013,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
24204,0.4844,0.6618,0.8885,-0.668,-0.471,-0.967,3.1405,3.1398,2.085,0.0143,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
24787,0.4844,0.486,0.8689,-0.6094,-0.51,-0.967,3.1417,3.1319,2.0521,0.0143,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,7
